lat,lon,borough
51.516,-0.188592,City of Westminster
51.510997,-0.13403316,City of Westminster
51.5066,-0.135508,City of Westminster
51.5074,-0.13619,City of Westminster
51.5121,-0.118839,City of Westminster
51.5134,-0.11594,City of Westminster
51.5178,-0.13802,City of Westminster
51.512767,-0.15844658,City of Westminster
51.5006,-0.177983,City of Westminster
51.524754,-0.18964851,City of Westminster
51.529711,-0.188906,City of Westminster
51.53178,-0.18227623,City of Westminster
51.528588,-0.18110587,City of Westminster
51.525412,-0.17519222,City of Westminster
51.523759,-0.17071746,City of Westminster
51.524035,-0.16306623,City of Westminster
51.525471,-0.16173985,City of Westminster
51.516328,-0.172788,City of Westminster
51.511552,-0.17622166,City of Westminster
51.516628,-0.18112113,City of Westminster
51.510715,-0.18369126,City of Westminster
51.513748,-0.18965254,City of Westminster
51.518795,-0.18981276,City of Westminster
51.51692,-0.19827552,City of Westminster
51.524794,-0.19398602,City of Westminster
51.523433,-0.18732243,City of Westminster
51.519874,-0.18456651,City of Westminster
51.52726,-0.2040808,City of Westminster
51.532715,-0.20382289,City of Westminster
51.530729,-0.2092499,City of Westminster
51.535166,-0.1843186,City of Westminster
51.539348,-0.1774035,City of Westminster
51.534831,-0.16971127,City of Westminster
51.535298,-0.16620316,City of Westminster
51.530384,-0.16766936,City of Westminster
51.522234,-0.16231707,City of Westminster
51.531622,-0.17498713,City of Westminster
51.527417,-0.21198923,City of Westminster
51.490046,-0.14207665,City of Westminster
51.496824,-0.14645447,City of Westminster
51.489775,-0.14771985,City of Westminster
